keywords,filter used,year,upload_date,today,time since upload,title,video_url,age,age1,sex,channel_name,channel_url,subscribers,channel_views,date_joined,cannabis_channel,vaping_channel,channel_type,state,country,description,agerestrict,videolength_mins,videolength_secs,length,video_category,views,likes,dislikes,comments,engagement,popularity,positivity,advertisement,product review,celebratory video,reflective,cautionary video,how to,sum,video cat
vaping THC,relevance,2020,22/1/20,1/4/20,2,4 Things You Need to Know about Vaping THC,https://www.youtube.com/watch?v=VQr_gN8Egok,3,2,1,DHSWI,https://www.youtube.com/channel/UCbKdqbB5x1oJdf-jiSf4gVw,3560,1890254,17/9/13,0,0,organization,Wisconsin,USA,"The Wisconsin Department of Health Services and local health departments are investigating a cluster of people with severe lung disease who all reported recent vaping THC products, many containing vitamin E acetate. 

Anyone experiencing unexplained shortness of breath, chest pain, cough, nausea, vomiting, fever, and weight loss should talk to their doctor. People can learn more about e-cigarettes and vaping products—including what they look like, their health risks for youth, and how to talk to kids about them—at dhs.wisconsin.gov/tobaccoischanging/index.htm

There are FDA-approved medications to help tobacco users quit. Call 1-800-QUIT NOW for free help. Learn more: dhs.wisconsin.gov/outbreaks/vaping.htm",0,2,7,127,education,140,0,1,,0,140,0,0,0,0,0,1,0,1,Warning
vaping THC,rating,2020,21/2/20,1/4/20,1,"Dealing of THC vape juice linked to murder of 17-year-old Eagle Scout, allegedly",https://www.youtube.com/watch?v=_Ng9b9m7hZg,1,1,1,WUSA9,https://www.youtube.com/channel/UCcT6w3xUyVshyR2_2vrMp1w,33300,24824516,3/11/11,0,0,organization,Washington D.C,USA,"A 17-year-old Eagle Scout who was the son of a prominent Prince George’s County homicide detective was allegedly dealing THC liquid used in vaping, according to court documents.

The documents said Bradley Alan Brown ""has recently been selling THC vape cartridges,"" according to witness accounts.

Brown had been using Snapchat to communicate with suspect Darryl Edward Freeman the afternoon preceding his murder, according to court documents. Brown was found fatally shot Tuesday night in the driveway of his family’s home on Warehouse Landing Road in the Bryan’s Road section of Charles County, Md., police said. 

Freeman is a football player at Thomas Stone High School in Charles County, and witnesses reported he had been selling marijuana, according to the charging papers.",0,1,50,110,news & politics,1072,6,0,2,0.001865672,1072,0.005597015,0,0,0,0,0,0,0,0
vaping cannabis,rating,2020,9/1/20,1/4/20,2,"EPISODE #44 Cannabis and Vaping Tech with JJ O'Brien, Chief Strategy Officer at PAX Labs",https://www.youtube.com/watch?v=C8Z8cPvysOE,3,2,1,The Cannabis Conversation,https://www.youtube.com/channel/UCj0nd0-r_GAZ7snWk39yCYA,161,3399,4/5/19,1,0,organization,,UK,"We’re joined this week by JJ O’Brien, Chief Strategy Officer at PAX Labs, a Silicon Valley vape company. PAX Labs originally developed the Juul e-cigarette which is now sold across the world. 

In this episode, we explore North American cannabis markets, the use of vaporisers as a method for cannabis consumption, and the importance of quality and durable design.

Episode Summary

JJ graduated from business school in 2011 and started his career as a consultant in the finance world before entering the cannabis space in 2014. He joined Pax in 2016 as a manager, and has since helped to launch the Pax Era vapouriser into several markets across North America.

JJ suggests that cannabis market growth is extremely hard to predict due to a multitude of factors including constantly changing laws and processes, and conflicting federal and state laws.

In the USA, cannabis markets are localised and governed within states, meaning if you buy cannabis in California it has been grown there. 

Cannabis products are not able to cross state lines, creating hyper-localised markets and issues with scalability.

Pax Labs originally developed the Juul e-cigarette which was spun out of Pax Labs as an independent company in 2017. The products now serve two different markets and exist as independent entities.

PAX Labs was founded with the goal of creating responsible, enjoyable, and personalized vaporizer experiences. Pax Labs are in essence a hardware company who sell consumer technology.

The company's newest product, the Pax 3 is a portable cannabis vaporizer for dry herb and extracts. It features a conduction oven which heats cannabis flower gently, temperature settings which allow the user to choose their own combination of vapour and flavour for consumption. 

There is a clear market in the US and North America for a discreet portable vapouriser.

Pax Labs invest heavily in research and product development, with half of the company being directly involved with the engineering of its products.",0,25,58,1558,people & blogs,30,1,0,0,0,30,0.033333333,0,0,0,0,0,0,0,0
vaping cannabis,relevance,2020,29/1/20,1/4/20,2,Future of Dry Herb Vapes \\ Why people smoke weed instead of vaping it,https://www.youtube.com/watch?v=Yl8klQkQsDY,3,2,1,Modern Cannanbists,https://www.youtube.com/channel/UCVRKTo86T3oLVVXAI1NYV-A,2490,142833,27/8/19,1,1,organization,,,"Full Episode: https://www.moderncannabists.com/vape...
In this clip from the Modern Cannabists podcast, 420vapezone and Vape Critic talk about the future of cannabis vaporizers. Bud explains his theory as to why people still prefer smoking weed to vaping it.
https://420vapezone.com",0,5,43,343,people & blogs,1954,62,2,41,0.0209826,1954,0.031729785,0,0,0,1,0,0,1,Reflective
vaping THC,rating,2020,27/2/20,1/4/20,1,Hexarelin HGH plus vaping THC (weed) - high and low,https://www.youtube.com/watch?v=n3Nw61QCiXs,2,1,1,Sam A. Stolt,https://www.youtube.com/channel/UCzcIqB6ywWx3bZEeEZv6fRQ,285,35463,18/3/14,0,0,individual,,,,0,4,56,296,people & blogs,29,2,0,3,0.103448276,29,0.068965517,0,0,0,1,0,0,1,Reflective
vaping THC,relevance,2020,29/1/20,1/4/20,2,I still feel like it had something to do with THC vaping:' UWM teen's cause of death 'undetermined',https://www.youtube.com/watch?v=KHDdVKziV14,2,1,1,TMJ4 News,https://www.youtube.com/channel/UCKdALw0BErtqmGI2AUtbbhg,105000,108393581,12/4/11,0,0,organization,,,"A Walworth County family is looking for answers after the Milwaukee County Medical Examiner's Office ruled the death of 19-year-old Logan Tomasello as an ""undetermined"" cause.",0,2,17,137,news & politics,243,2,3,5,0.020576132,243,0.008230453,0,0,0,0,1,0,1,Warning
vaping marijuana,rating,2020,31/3/20,1/4/20,0,Lemonade Marijuana Vape and Chill,https://www.youtube.com/watch?v=pjhFmH74B0U,3,2,2,Miss Kitty and the Leaves,https://www.youtube.com/channel/UCuP1L-BIbnGIvGXPtKIGLhQ,15,398,8/6/19,1,0,individual,,,Just pure vibes today.,0,0,19,19,people & blogs,6,1,0,,0,6,0.166666667,0,0,1,0,0,0,1,Celebratory
vaping weed,relevance,2020,23/1/20,1/4/20,2,Make Dispensary Grade Cartridges at Home! Mixing Vape Carts with Distillate and Terpenes in 2020!,https://www.youtube.com/watch?v=CzhuJqwJlgA,4,3,1,760 Glass,https://www.youtube.com/channel/UCHjOmAaZHEXlw2DNULy86mA,41300,6811260,4/10/14,1,1,organization,,USA,"How I mix high end cartridges at home that contain up to 90% THC. I go over the basics of mixing high quality dispensary level cartridges using pure raw distillate and organic terpenes. 

I've always personally liked to use a really thick distillate (Less of a chance that it's been cut). I also had this concentrate lab tested for contaminates prior to use. Because the extract is so thick, A lot of people add extra cutting agents (PG/VG, MCT, coconut oil, ect.) when mixing cartridges. This is unnecessary as it just serves to dilute the product. Also, some of these cutting agents can can pose potential health risks. 

The best (and many would say the safest) way to make vape carts is to reach the desired viscosity using only organic terpenes. I'll share some tips in this tutorial that will help you create super clean and great tasting cartridges that pack a serious punch! 

*Please be advised that this video is for educational purposes only. It is not intended for persons under the age of 21. You should always obey your local laws in regards to cannabis/marijuana. 

** None of the products linked on this video contain any THC or any other controlled substances. 

Magnetic Stirrer-
https://amzn.to/37i7hCF

Terpenes- 
https://760glass.com/collections/terp... 

Powerslug LR Cartridges-
https://760glass.com/collections/empt...

Key Box Flip Battery - 
https://760glass.com/collections/batt...

OTHER VAPE CART TUTORIALS

Starting from Flower (rosin tech) - 
https://www.youtube.com/watch?v=IYrD-...

Starting from BHO Wax-
https://www.youtube.com/watch?v=I-Xjn...",1,7,48,468,entertainment,30738,1037,19,121,0.003936496,30738,0.033736743,0,0,0,0,0,1,1,How to
vaping weed,rating,2020,8/1/20,1/4/20,2,New drug use survey shows more teens are vaping marijuana,https://www.youtube.com/watch?v=hteuLzK7qc4,3,2,3,10News WTSP,https://www.youtube.com/channel/UCMYlXK0jyerVnc3dmz-vjCA,26700,22123887,17/2/17,0,0,organization,,USA,"Each year 45,000 teens from 400 schools across the country fill out a survey from the National Institute on Drug Abuse.
The United States says there were no American casualties in Tuesday night's attack.",0,2,4,124,news & politics,63,2,3,0,0,63,0.031746032,0,0,0,0,1,0,1,Warning
vaping marijuana,relevance,2020,1/1/20,1/4/20,3,New rules for marijuana vaping products in Colorado,https://www.youtube.com/watch?v=4XLLzYGRJVc,2,1,3,Denver7 – The Denver Channel,https://www.youtube.com/channel/UC-2MJlKSq9_pYk5-bdvMhnw,196000,214094477,5/1/07,0,0,organization,Denver,USA,New rules for marijuana vaping products in Colorado,0,0,36,36,news & politics,441,4,2,4,0.009070295,441,0.009070295,0,0,0,0,1,0,1,Warning
vaping THC,rating,2020,21/1/20,1/4/20,2,"No More Smoke Ep. #001 The Vaping Industry, Counterfeit THC Cartridges, And Youth Tobacco Use #100%",https://www.youtube.com/watch?v=DmwGbLFuvsU,2,1,1,No More Smoke Podcast,https://www.youtube.com/channel/UC5_p3CcvLJqeX6SKsdvUJZg,108,181,30/10/15,0,1,organization,,USA,"Episode #001 Welcome one and all to the No More Smoke Podcast! In our inaugural episode we bring you ONE HUNDRED PERCENT of what we feel that needs to be said and known concerning the vaping industry. We cover a wide variety of hard hitting subjects and do not pull any punches! If you want to know if your vape is killing you, what is going to happen in the future to the flavors of e juice you know and love, or want to know the story behind the 21 and up age restriction then you have come to the right place! Take a load off and open your mind because the fun has just begun!",1,41,11,2471,people & blogs,181,27,0,7,0.038674033,181,0.149171271,0,0,0,1,0,0,1,Reflective
vaping THC,rating,2020,21/1/20,1/4/20,2,"No More Smoke Ep. #001 The Vaping Industry, Counterfeit THC Cartridges, And Youth Tobacco Use #100%",https://www.youtube.com/watch?v=DmwGbLFuvsU,2,1,1,No More Smoke Podcast,https://www.youtube.com/channel/UC5_p3CcvLJqeX6SKsdvUJZg,108,181,30/10/15,0,1,organization,,USA,"Episode #001 Welcome one and all to the No More Smoke Podcast! In our inaugural episode we bring you ONE HUNDRED PERCENT of what we feel that needs to be said and known concerning the vaping industry. We cover a wide variety of hard hitting subjects and do not pull any punches! If you want to know if your vape is killing you, what is going to happen in the future to the flavors of e juice you know and love, or want to know the story behind the 21 and up age restriction then you have come to the right place! Take a load off and open your mind because the fun has just begun!",1,41,11,2471,people & blogs,181,27,0,7,0.038674033,181,0.149171271,0,0,0,0,1,0,1,Warning
vaping marijuana,relevance,2020,27/1/20,1/4/20,2,Pink Kush Disposable Vape Pen by San Rafael '71 | Cannabis 2.0,https://www.youtube.com/watch?v=aTIAxjUmUR4,2,1,1,iPot Review,https://www.youtube.com/channel/UCbxaMWH3GGVNkCAU-_12c6Q,1280,86601,21/10/18,1,0,organization,,Canada,"Welcome back to iPot Review. This week we reviewed our first Cannabis 2.0 product. We looked at the San Rafael '71 Pink Kush Disposable Vape Pen!
",1,6,30,390,people & blogs,4135,64,0,58,0.014026602,4135,0.01547763,0,1,0,0,0,0,1,Product Review
vaping marijuana,relevance,2020,27/1/20,1/4/20,2,Pink Kush Disposable Vape Pen by San Rafael '71 | Cannabis 2.0,https://www.youtube.com/watch?v=aTIAxjUmUR4,2,1,1,iPot Review,https://www.youtube.com/channel/UCbxaMWH3GGVNkCAU-_12c6Q,1280,86601,21/10/18,1,0,organization,,Canada,"Welcome back to iPot Review. This week we reviewed our first Cannabis 2.0 product. We looked at the San Rafael '71 Pink Kush Disposable Vape Pen!
",1,6,30,390,people & blogs,4135,64,0,58,0.014026602,4135,0.01547763,0,0,0,1,0,0,1,Reflective
vaping THC,relevance,2020,1/4/20,1/4/20,0,Platinum Vapes: Tropicana Cookies Review #Sativa #THC #Vape,https://www.youtube.com/watch?v=OM_3G1o52hg,2,1,1,Stay High Stay Humble Podcast,https://www.youtube.com/channel/UCbOpuphOZqtbbyB36J27pgw,7420,1330364,3/9/16,1,1,organization,,USA,,1,12,38,758,people & blogs,136,20,0,5,0.036764706,136,0.147058824,0,1,0,0,0,0,1,Product Review
vaping THC,relevance,2020,1/4/20,1/4/20,0,Platinum Vapes: Tropicana Cookies Review #Sativa #THC #Vape,https://www.youtube.com/watch?v=OM_3G1o52hg,2,1,1,Stay High Stay Humble Podcast,https://www.youtube.com/channel/UCbOpuphOZqtbbyB36J27pgw,7420,1330364,3/9/16,1,1,organization,,USA,,1,12,38,758,people & blogs,136,20,0,5,0.036764706,136,0.147058824,0,0,0,1,0,0,1,Reflective
vaping marijuana,rating,2020,26/3/20,1/4/20,0,Premium Marijuana Vape Products,https://www.youtube.com/watch?v=WhPhUotxpMY,2,1,3,8020Connect,https://www.youtube.com/channel/UCHS9uaClP-1uVEd7--15VGQ,65,13684,5/2/16,0,0,organization,,Canada,"Ionic Brands Product Commercial. Luxury Cannabis Concentrates 

Product Website: https://ionic.social

Interested Investors: Join Management on http://connects.digital/ionicProfile",0,1,27,87,howto & style,47,1,0,3,0.063829787,47,0.021276596,1,0,0,0,0,0,1,Advertisement
vaping cannabis,rating,2020,29/3/20,1/4/20,0,Smoking Truly premium Cannabis Vape review! Faded Coach with 7 Michael,https://www.youtube.com/watch?v=GQsK3A0OAZg,2,1,1,Michael,https://www.youtube.com/channel/UCmB9MZt4jbZ5X-Gq3OVk1NA,126,65280,7/12/14,0,0,individual,,USA,Smoking cannabis by truly vapes giving a honest review. 18 year and older should watch.,0,7,0,420,gaming,14,3,0,6,0.428571429,14,0.214285714,0,1,0,0,0,0,1,Product Review
vaping cannabis,rating,2020,29/3/20,1/4/20,0,Smoking Truly premium Cannabis Vape review! Faded Coach with 7 Michael,https://www.youtube.com/watch?v=GQsK3A0OAZg,2,1,1,Michael,https://www.youtube.com/channel/UCmB9MZt4jbZ5X-Gq3OVk1NA,126,65280,7/12/14,0,0,individual,,USA,Smoking cannabis by truly vapes giving a honest review. 18 year and older should watch.,0,7,0,420,gaming,14,3,0,6,0.428571429,14,0.214285714,0,0,1,0,0,0,1,Celebratory
vaping weed,relevance,2020,25/1/20,1/4/20,2,So is vaping weed going to kill me or not?,https://www.youtube.com/watch?v=UO_VeCgdNYE,2,1,1,Weeats Reviews,https://www.youtube.com/channel/UC6ocnksL6_J4TUrDJKaWeoA,12800,2090154,16/2/17,1,1,individual,,USA,"The THC vape scare has been going strong for almost sixth months now. What is known about this marijuana malady, this weed wound? 

Will vaping kill me? Will my friends still think I'm cool?

Eh, it depends!",0,13,34,814,entertainment,852,54,1,9,0.01056338,852,0.063380282,0,0,0,0,1,0,1,Warning
vaping marijuana,rating,2020,25/1/20,1/4/20,2,Teens At Risk - Marijuana and Vaping,https://www.youtube.com/watch?v=f9_WYeghsf4,3,2,3,Cyber Safety Cop,https://www.youtube.com/channel/UCFe8MbiyWBNgEx1tdNxr9Yg,32,17127,9/12/13,0,0,organization,,,"n this conversation with Susan Parmelee, Director of the Wellness and Prevention Center, we talk about how marijuana is affecting teens, its impact on their brains, behavior, and their future. We also talk about the warning signs parents should be looking for, how to talk to a teen about marijuana, and what to do if you think your child is using marijuana or other drugs.",0,13,56,836,people & blogs,125,1,0,0,0,125,0.008,0,0,0,0,1,0,1,Warning
vaping cannabis,rating,2020,1/2/20,1/4/20,2,The Illicit Cannabis Market Recommendations for Safe Vaping NCIS Report,https://www.youtube.com/watch?v=_op8IWXbg8c,3,2,1,Midas Letter RAW,https://www.youtube.com/channel/UCfH5x2VAAJXGLtYY6W8c8WQ,22700,5383362,26/9/11,0,0,organization,,Canada,,0,5,15,315,news & politics,247,5,0,0,0,247,0.020242915,0,0,0,0,1,0,1,Warning
vaping marijuana,relevance,2020,8/1/20,1/4/20,2,This vape pen can tell what kind of weed strain you're smoking (full first look),https://www.youtube.com/watch?v=2IZa69rdR0U,3,2,1,CNET,https://www.youtube.com/channel/UCOmcA3f_RrH6b9NmcNa4tdg,2550000,1164086999,6/5/06,0,0,organization,,USA,"Pax just released its latest cannabis vape, the Era Pro. It detects what strain of marijuana you are smoking, as well as controls the temperature of the week in the vaping pen.
",0,2,9,129,science & technology,25488,365,80,81,0.003177966,25488,0.014320465,1,0,0,0,0,0,1,Advertisement
vaping marijuana,relevance,2020,8/1/20,1/4/20,2,This vape pen can tell what kind of weed strain you're smoking (full first look),https://www.youtube.com/watch?v=2IZa69rdR0U,3,2,1,CNET,https://www.youtube.com/channel/UCOmcA3f_RrH6b9NmcNa4tdg,2550000,1164086999,6/5/06,0,0,organization,,USA,"Pax just released its latest cannabis vape, the Era Pro. It detects what strain of marijuana you are smoking, as well as controls the temperature of the week in the vaping pen.
",0,2,9,129,science & technology,25488,365,80,81,0.003177966,25488,0.014320465,0,1,0,0,0,0,1,Product Review
vaping cannabis,relevance,2020,14/1/20,1/4/20,2,Top 5 Best Dry Herb Vaporizers of 2020,https://www.youtube.com/watch?v=Bhzzj0wtii4,3,2,1,TVAPE,https://www.youtube.com/channel/UC-aKKFSQD_LTG8JPLpmWEwg,14400,7986907,2/5/11,0,1,organization,,Canada,"TVape shows you our picks for the top 5 dry herb vaporizers of 2020. These are the best of the best portable vaporizers to start your year off right!

With all of these choices you can't really go wrong, they are all great vaporizers that will satisfy your vaporous needs.",0,9,38,578,howto & style,112826,1661,91,162,0.001435839,112826,0.014721784,0,1,0,0,0,0,1,Product Review
vaping marijuana,relevance,2020,16/2/20,1/4/20,1,Vape or Smoke Cannabis? - Why I Dry Herb Vape,https://www.youtube.com/watch?v=xZrNs3oTziQ,2,1,1,The PJ Show,https://www.youtube.com/channel/UCoyr1qnpS_OjtxqmGhxcgGg,99,2082,15/8/19,0,0,individual,,USA,Do you smoke your cannabis or vape it? let me know below! In this video I talk about dry herb vaping and why I do it instead of smoking.,0,9,8,548,science & technology,546,19,0,8,0.014652015,546,0.034798535,0,0,0,1,0,0,1,Reflective
vaping cannabis,relevance,2020,14/2/20,1/4/20,1,Vaping THC nearly killed me,https://www.youtube.com/watch?v=kklrpXakawk,3,2,1,Chronicle 5 WCVB,https://www.youtube.com/channel/UChrhpjHMvCoJQtXPs17BAQA,5340,2089112,19/9/17,0,0,organization,,USA,Vaping THC nearly killed me,0,6,8,368,news & politics,180,4,3,,0,180,0.022222222,0,0,0,1,0,0,1,Reflective
vaping cannabis,relevance,2020,14/2/20,1/4/20,1,Vaping THC nearly killed me,https://www.youtube.com/watch?v=kklrpXakawk,3,2,1,Chronicle 5 WCVB,https://www.youtube.com/channel/UChrhpjHMvCoJQtXPs17BAQA,5340,2089112,19/9/17,0,0,organization,,USA,Vaping THC nearly killed me,0,6,8,368,news & politics,180,4,3,,0,180,0.022222222,0,0,0,0,1,0,1,Warning
vaping THC,rating,2020,22/1/20,1/4/20,2,Videos of me vaping thc,https://www.youtube.com/watch?v=Sz9au9OZfCI,2,1,2,The Alister Family,https://www.youtube.com/channel/UCO9BX6h2G3YxtSQCcIiec8w,651,175181,29/9/16,0,0,individual,,,,0,2,30,150,people & blogs,63,1,0,0,0,63,0.015873016,0,0,1,0,0,0,1,Celebratory
vaping marijuana,relevance,2020,3/2/20,1/4/20,1,Weed Vape Temps || Vape Critic talks Low Temp Vaping with 420vapezone,https://www.youtube.com/watch?v=lx7NiFctzZc,3,2,1,Modern Cannabists,https://www.youtube.com/channel/UCVRKTo86T3oLVVXAI1NYV-A,2490,142833,27/8/19,0,0,individual,,,"Full episode with the Vape Critic available here: https://www.moderncannabists.com/vape...
In this clip, we talk about low temp vaping and how the effects can be completely different than typical and traditional vaping temperatures.",0,4,50,290,people & blogs,1364,48,2,15,0.010997067,1364,0.035190616,0,0,0,1,0,0,1,Reflective
